pname	PID	interID	NumberID
Lissencephaly gene (LIS1) in neuronal migration and development(NCI/Nature)	200105	204887	200505
Lissencephaly gene (LIS1) in neuronal migration and development(NCI/Nature)	200105	204887	208472
Integrins in angiogenesis(NCI/Nature)	200100	204579	205550
Integrins in angiogenesis(NCI/Nature)	200100	204579	205009
Integrins in angiogenesis(NCI/Nature)	200100	204579	200500
Integrins in angiogenesis(NCI/Nature)	200100	204579	201882
Visual signal transduction: Cones(NCI/Nature)	200071	203317	202243
Visual signal transduction: Cones(NCI/Nature)	200071	203317	206826
Visual signal transduction: Cones(NCI/Nature)	200071	203317	206828
Visual signal transduction: Cones(NCI/Nature)	200071	203317	206825
C-MYB transcription factor network(NCI/Nature)	200120	205566	209213
C-MYB transcription factor network(NCI/Nature)	200120	205566	209213
C-MYB transcription factor network(NCI/Nature)	200120	205566	201718
BCR signaling pathway(NCI/Nature)	200005	200258	200593
PDGFR-alpha signaling pathway(NCI/Nature)	200130	200258	200593
BCR signaling pathway(NCI/Nature)	200005	200258	200593
PDGFR-alpha signaling pathway(NCI/Nature)	200130	200258	200593
BCR signaling pathway(NCI/Nature)	200005	200258	200518
PDGFR-alpha signaling pathway(NCI/Nature)	200130	200258	200518
Hedgehog signaling events mediated by Gli proteins(NCI/Nature)	200137	206181	201235
Hedgehog signaling events mediated by Gli proteins(NCI/Nature)	200137	206181	209781
Hedgehog signaling events mediated by Gli proteins(NCI/Nature)	200137	206181	201308
Coregulation of Androgen receptor activity(NCI/Nature)	200035	201644	205033
Coregulation of Androgen receptor activity(NCI/Nature)	200035	201644	201694
Coregulation of Androgen receptor activity(NCI/Nature)	200035	201644	200472
CDC42 signaling events(NCI/Nature)	200052	202235	205682
CDC42 signaling events(NCI/Nature)	200052	202235	205690
CDC42 signaling events(NCI/Nature)	200052	202235	201758
Hedgehog signaling events mediated by Gli proteins(NCI/Nature)	200137	206192	209789
Hedgehog signaling events mediated by Gli proteins(NCI/Nature)	200137	206192	201099
HIF-1-alpha transcription factor network(NCI/Nature)	200160	207284	210565
HIF-1-alpha transcription factor network(NCI/Nature)	200160	207284	208685
HIF-1-alpha transcription factor network(NCI/Nature)	200160	207284	200426
HIF-1-alpha transcription factor network(NCI/Nature)	200160	207284	203452
Insulin-mediated glucose transport(NCI/Nature)	200157	207066	210483
Insulin-mediated glucose transport(NCI/Nature)	200157	207066	203258
Insulin-mediated glucose transport(NCI/Nature)	200157	207066	203976
Insulin-mediated glucose transport(NCI/Nature)	200157	207066	203259
Coregulation of Androgen receptor activity(NCI/Nature)	200035	201658	201707
Coregulation of Androgen receptor activity(NCI/Nature)	200035	201658	201707
Coregulation of Androgen receptor activity(NCI/Nature)	200035	201658	200430
a6b1 and a6b4 Integrin signaling(NCI/Nature)	200152	206912	200430
a6b1 and a6b4 Integrin signaling(NCI/Nature)	200152	206912	202626
a6b1 and a6b4 Integrin signaling(NCI/Nature)	200152	206912	202349
a6b1 and a6b4 Integrin signaling(NCI/Nature)	200152	206912	200106
a6b1 and a6b4 Integrin signaling(NCI/Nature)	200152	206912	210330
Signaling events mediated by HDAC Class I(NCI/Nature)	200064	202899	206410
Signaling events mediated by HDAC Class I(NCI/Nature)	200064	202899	206412
Signaling events mediated by HDAC Class I(NCI/Nature)	200064	202899	200984
Signaling events mediated by the Hedgehog family(NCI/Nature)	200134	206009	209603
Signaling events mediated by the Hedgehog family(NCI/Nature)	200134	206009	209610
Signaling events mediated by the Hedgehog family(NCI/Nature)	200134	206009	202938
LKB1 signaling events(NCI/Nature)	200056	202477	201972
LKB1 signaling events(NCI/Nature)	200056	202477	206028
LKB1 signaling events(NCI/Nature)	200056	202477	200106
FOXA1 transcription factor network(NCI/Nature)	200179	207986	201090
FOXA1 transcription factor network(NCI/Nature)	200179	207986	203424
FOXA1 transcription factor network(NCI/Nature)	200179	207986	200431
N-cadherin signaling events(NCI/Nature)	200167	207514	200331
N-cadherin signaling events(NCI/Nature)	200167	207514	200331
N-cadherin signaling events(NCI/Nature)	200167	207514	200500
Syndecan-2-mediated signaling events(NCI/Nature)	200154	206954	203220
Syndecan-2-mediated signaling events(NCI/Nature)	200154	206954	203220
Syndecan-2-mediated signaling events(NCI/Nature)	200154	206954	201531
HIF-1-alpha transcription factor network(NCI/Nature)	200160	207241	208685
HIF-1-alpha transcription factor network(NCI/Nature)	200160	207241	203280
VEGFR1 specific signals(NCI/Nature)	200141	206348	209871
Signaling events mediated by VEGFR1 and VEGFR2(NCI/Nature)	200151	206348	209871
VEGFR1 specific signals(NCI/Nature)	200141	206348	209871
Signaling events mediated by VEGFR1 and VEGFR2(NCI/Nature)	200151	206348	209871
VEGFR1 specific signals(NCI/Nature)	200141	206348	200606
Signaling events mediated by VEGFR1 and VEGFR2(NCI/Nature)	200151	206348	200606
FAS signaling pathway (CD95)(NCI/Nature)	200061	202794	200333
Caspase cascade in apoptosis(NCI/Nature)	200138	202794	200333
FAS signaling pathway (CD95)(NCI/Nature)	200061	202794	202026
Caspase cascade in apoptosis(NCI/Nature)	200138	202794	202026
FAS signaling pathway (CD95)(NCI/Nature)	200061	202794	200218
Caspase cascade in apoptosis(NCI/Nature)	200138	202794	200218
Endothelins(NCI/Nature)	200004	200212	203699
Endothelins(NCI/Nature)	200004	200212	203662
Endothelins(NCI/Nature)	200004	200212	200489
Endothelins(NCI/Nature)	200004	200212	203698
Endothelins(NCI/Nature)	200004	200212	200490
PLK1 signaling events(NCI/Nature)	200080	203745	200702
PLK1 signaling events(NCI/Nature)	200080	203745	200702
PLK1 signaling events(NCI/Nature)	200080	203745	207359
PLK1 signaling events(NCI/Nature)	200080	203745	202313
p38 MAPK signaling pathway(NCI/Nature)	200012	200656	204081
p38 MAPK signaling pathway(NCI/Nature)	200012	200656	200138
p38 MAPK signaling pathway(NCI/Nature)	200012	200656	200781
p38 MAPK signaling pathway(NCI/Nature)	200012	200656	200781
EPHA forward signaling(NCI/Nature)	200111	205177	203895
EPHA forward signaling(NCI/Nature)	200111	205177	203893
EPHA forward signaling(NCI/Nature)	200111	205177	208672
EPHA forward signaling(NCI/Nature)	200111	205177	200489
EPHA forward signaling(NCI/Nature)	200111	205177	200490
PLK3 signaling events(NCI/Nature)	200173	207754	202506
PLK3 signaling events(NCI/Nature)	200173	207754	200628
Calcineurin-regulated NFAT-dependent transcription in lymphocytes(NCI/Nature)	200036	201731	200351
Calcineurin-regulated NFAT-dependent transcription in lymphocytes(NCI/Nature)	200036	201731	200348
Trk receptor signaling mediated by the MAPK pathway(NCI/Nature)	200169	207618	202286
Trk receptor signaling mediated by the MAPK pathway(NCI/Nature)	200169	207618	202286
Trk receptor signaling mediated by the MAPK pathway(NCI/Nature)	200169	207618	200553
Regulation of RhoA activity(NCI/Nature)	200045	201992	201821
Regulation of RhoA activity(NCI/Nature)	200045	201992	203895
Regulation of RhoA activity(NCI/Nature)	200045	201992	203893
Regulation of RhoA activity(NCI/Nature)	200045	201992	201826
mTOR signaling pathway(NCI/Nature)	200073	203392	202278
mTOR signaling pathway(NCI/Nature)	200073	203392	206929
mTOR signaling pathway(NCI/Nature)	200073	203392	202273
mTOR signaling pathway(NCI/Nature)	200073	203392	206928
mTOR signaling pathway(NCI/Nature)	200073	203392	202275
mTOR signaling pathway(NCI/Nature)	200073	203392	206926
mTOR signaling pathway(NCI/Nature)	200073	203392	202271
mTOR signaling pathway(NCI/Nature)	200073	203392	202272
Regulation of Telomerase(NCI/Nature)	200066	203020	206531
Regulation of Telomerase(NCI/Nature)	200066	203020	206535
Regulation of Telomerase(NCI/Nature)	200066	203020	202096
TGF-beta receptor signaling(NCI/Nature)	200180	208078	200492
TGF-beta receptor signaling(NCI/Nature)	200180	208078	203724
TGF-beta receptor signaling(NCI/Nature)	200180	208078	204329
Internalization of ErbB1(NCI/Nature)	200136	206089	209683
Internalization of ErbB1(NCI/Nature)	200136	206089	209683
Coregulation of Androgen receptor activity(NCI/Nature)	200035	201661	205033
Coregulation of Androgen receptor activity(NCI/Nature)	200035	201661	200886
Coregulation of Androgen receptor activity(NCI/Nature)	200035	201661	200870
EPHB forward signaling(NCI/Nature)	200038	201807	200054
EPHB forward signaling(NCI/Nature)	200038	201807	200055
EPHB forward signaling(NCI/Nature)	200038	201807	200345
p75(NTR)-mediated signaling(NCI/Nature)	200095	204350	207921
p75(NTR)-mediated signaling(NCI/Nature)	200095	204350	207948
p75(NTR)-mediated signaling(NCI/Nature)	200095	204350	200602
IGF1 pathway(NCI/Nature)	200077	203558	200493
IGF1 pathway(NCI/Nature)	200077	203558	207134
IGF1 pathway(NCI/Nature)	200077	203558	200872
Direct p53 effectors(NCI/Nature)	200093	204122	207705
Direct p53 effectors(NCI/Nature)	200093	204122	202485
ATF-2 transcription factor network(NCI/Nature)	200107	204948	200440
ATF-2 transcription factor network(NCI/Nature)	200107	204948	200440
ATF-2 transcription factor network(NCI/Nature)	200107	204948	208525
ATF-2 transcription factor network(NCI/Nature)	200107	204948	200436
E-cadherin signaling in the nascent adherens junction(NCI/Nature)	200097	204428	201921
E-cadherin signaling in the nascent adherens junction(NCI/Nature)	200097	204428	201921
E-cadherin signaling in the nascent adherens junction(NCI/Nature)	200097	204428	205311
RXR and RAR heterodimerization with other nuclear receptor(NCI/Nature)	200103	204680	208340
RXR and RAR heterodimerization with other nuclear receptor(NCI/Nature)	200103	204680	202661
RXR and RAR heterodimerization with other nuclear receptor(NCI/Nature)	200103	204680	208338
RXR and RAR heterodimerization with other nuclear receptor(NCI/Nature)	200103	204680	202566
RXR and RAR heterodimerization with other nuclear receptor(NCI/Nature)	200103	204680	208341
RXR and RAR heterodimerization with other nuclear receptor(NCI/Nature)	200103	204680	200262
RXR and RAR heterodimerization with other nuclear receptor(NCI/Nature)	200103	204680	208339
Caspase cascade in apoptosis(NCI/Nature)	200138	206211	200326
Caspase cascade in apoptosis(NCI/Nature)	200138	206211	200220
Caspase cascade in apoptosis(NCI/Nature)	200138	206211	202970
Neurotrophic factor-mediated Trk receptor signaling(NCI/Nature)	200118	205468	200345
Neurotrophic factor-mediated Trk receptor signaling(NCI/Nature)	200118	205468	200345
Neurotrophic factor-mediated Trk receptor signaling(NCI/Nature)	200118	205468	209081
Class IB PI3K non-lipid kinase events(NCI/Nature)	200074	203406	200496
Class IB PI3K non-lipid kinase events(NCI/Nature)	200074	203406	200496
Class IB PI3K non-lipid kinase events(NCI/Nature)	200074	203406	200345
Regulation of CDC42 activity(NCI/Nature)	200054	202405	204349
Regulation of CDC42 activity(NCI/Nature)	200054	202405	204349
Regulation of CDC42 activity(NCI/Nature)	200054	202405	201818
Lissencephaly gene (LIS1) in neuronal migration and development(NCI/Nature)	200105	204892	208479
Lissencephaly gene (LIS1) in neuronal migration and development(NCI/Nature)	200105	204892	201850
Lissencephaly gene (LIS1) in neuronal migration and development(NCI/Nature)	200105	204892	202701
Lissencephaly gene (LIS1) in neuronal migration and development(NCI/Nature)	200105	204892	202337
Lissencephaly gene (LIS1) in neuronal migration and development(NCI/Nature)	200105	204892	208480
IL4-mediated signaling events(NCI/Nature)	200014	200710	204137
IL4-mediated signaling events(NCI/Nature)	200014	200710	200805
IL4-mediated signaling events(NCI/Nature)	200014	200710	200431
EPHB forward signaling(NCI/Nature)	200038	201767	201186
EPHB forward signaling(NCI/Nature)	200038	201767	200117
EPHB forward signaling(NCI/Nature)	200038	201767	200117
EPHB forward signaling(NCI/Nature)	200038	201767	201186
EPHB forward signaling(NCI/Nature)	200038	201767	205154
VEGFR3 signaling in lymphatic endothelium(NCI/Nature)	200175	207825	201215
VEGFR3 signaling in lymphatic endothelium(NCI/Nature)	200175	207825	211017
VEGFR3 signaling in lymphatic endothelium(NCI/Nature)	200175	207825	211016
IL2-mediated signaling events(NCI/Nature)	200075	203451	202284
IL2-mediated signaling events(NCI/Nature)	200075	203451	202284
Nephrin/Neph1 signaling in the kidney podocyte(NCI/Nature)	200122	205678	209296
Nephrin/Neph1 signaling in the kidney podocyte(NCI/Nature)	200122	205678	209306
Nephrin/Neph1 signaling in the kidney podocyte(NCI/Nature)	200122	205678	202620
Calcineurin-regulated NFAT-dependent transcription in lymphocytes(NCI/Nature)	200036	201722	205132
Calcineurin-regulated NFAT-dependent transcription in lymphocytes(NCI/Nature)	200036	201722	200404
Regulation of CDC42 activity(NCI/Nature)	200054	202384	205213
Regulation of CDC42 activity(NCI/Nature)	200054	202384	204349
Regulation of CDC42 activity(NCI/Nature)	200054	202384	200581
Regulation of CDC42 activity(NCI/Nature)	200054	202384	200489
Regulation of CDC42 activity(NCI/Nature)	200054	202384	200490
Direct p53 effectors(NCI/Nature)	200093	204158	207705
Direct p53 effectors(NCI/Nature)	200093	204158	200421
Regulation of RhoA activity(NCI/Nature)	200045	201960	203895
Regulation of RhoA activity(NCI/Nature)	200045	201960	203893
Regulation of RhoA activity(NCI/Nature)	200045	201960	201800
Regulation of RhoA activity(NCI/Nature)	200045	201960	200489
Regulation of RhoA activity(NCI/Nature)	200045	201960	200490
FOXA1 transcription factor network(NCI/Nature)	200179	208001	203428
FOXA1 transcription factor network(NCI/Nature)	200179	208001	201090
FOXA1 transcription factor network(NCI/Nature)	200179	208001	202927
FOXA1 transcription factor network(NCI/Nature)	200179	208001	211182
Arf6 trafficking events(NCI/Nature)	200041	201934	201791
Arf6 trafficking events(NCI/Nature)	200041	201934	201791
Stabilization and expansion of the E-cadherin adherens junction(NCI/Nature)	200145	206531	209966
Stabilization and expansion of the E-cadherin adherens junction(NCI/Nature)	200145	206531	209963
Stabilization and expansion of the E-cadherin adherens junction(NCI/Nature)	200145	206531	205311
Stabilization and expansion of the E-cadherin adherens junction(NCI/Nature)	200145	206531	209963
Arf6 signaling events(NCI/Nature)	200055	202441	205288
Arf6 signaling events(NCI/Nature)	200055	202441	205284
Arf6 signaling events(NCI/Nature)	200055	202441	205988
Arf6 signaling events(NCI/Nature)	200055	202441	201939
Arf6 signaling events(NCI/Nature)	200055	202441	201821
ErbB4 signaling events(NCI/Nature)	200008	200377	203807
ErbB4 signaling events(NCI/Nature)	200008	200377	203798
ErbB4 signaling events(NCI/Nature)	200008	200377	200554
ErbB4 signaling events(NCI/Nature)	200008	200377	203806
IL12 signaling mediated by STAT4(NCI/Nature)	200181	208105	204930
IL12 signaling mediated by STAT4(NCI/Nature)	200181	208105	201993
Signaling events regulated by Ret tyrosine kinase(NCI/Nature)	200053	202378	205774
Signaling events regulated by Ret tyrosine kinase(NCI/Nature)	200053	202378	205863
Signaling events regulated by Ret tyrosine kinase(NCI/Nature)	200053	202378	201364
IL23-mediated signaling events(NCI/Nature)	200121	205635	204440
IL23-mediated signaling events(NCI/Nature)	200121	205635	200955
IL23-mediated signaling events(NCI/Nature)	200121	205635	209244
IL23-mediated signaling events(NCI/Nature)	200121	205635	200955
ErbB1 downstream signaling(NCI/Nature)	200104	203822	200775
FoxO family signaling(NCI/Nature)	200084	203822	200775
ErbB1 downstream signaling(NCI/Nature)	200104	203822	200775
FoxO family signaling(NCI/Nature)	200084	203822	200775
ErbB1 downstream signaling(NCI/Nature)	200104	203822	200430
FoxO family signaling(NCI/Nature)	200084	203822	200430
EGF receptor (ErbB1) signaling pathway(NCI/Nature)	200078	203623	207167
EGF receptor (ErbB1) signaling pathway(NCI/Nature)	200078	203623	207248
EGF receptor (ErbB1) signaling pathway(NCI/Nature)	200078	203623	202301
CXCR4-mediated signaling events(NCI/Nature)	200076	203481	200430
CXCR3-mediated signaling events(NCI/Nature)	200140	203481	200430
CXCR4-mediated signaling events(NCI/Nature)	200076	203481	200430
CXCR3-mediated signaling events(NCI/Nature)	200140	203481	200430
CXCR4-mediated signaling events(NCI/Nature)	200076	203481	200610
CXCR3-mediated signaling events(NCI/Nature)	200140	203481	200610
CXCR4-mediated signaling events(NCI/Nature)	200076	203481	200606
CXCR3-mediated signaling events(NCI/Nature)	200140	203481	200606
IL6-mediated signaling events(NCI/Nature)	200114	205254	200955
IL6-mediated signaling events(NCI/Nature)	200114	205254	200955
IL6-mediated signaling events(NCI/Nature)	200114	205254	208822
IL6-mediated signaling events(NCI/Nature)	200114	205254	208812
FoxO family signaling(NCI/Nature)	200084	203846	207416
FoxO family signaling(NCI/Nature)	200084	203846	201014
PLK1 signaling events(NCI/Nature)	200080	203782	202313
PLK1 signaling events(NCI/Nature)	200080	203782	202313
PLK1 signaling events(NCI/Nature)	200080	203782	200678
HIF-1-alpha transcription factor network(NCI/Nature)	200160	207279	208685
